task_id,task_type,weather,operator_skill,machine_age,start_hour,estimated_min,actual_min,source
S01267,Grading,Cloudy,Expert,5,14,55,62,synthetic
S01268,Trenching,Sunny,Beginner,2,16,55,71,synthetic
S01269,Earth Excavation,Sunny,Beginner,4,8,45,59,synthetic
S01270,Demolition,Cloudy,Expert,0,15,85,82,synthetic
S01271,Material Loading,Rainy,Intermediate,9,8,20,27,synthetic
S01272,Earth Excavation,Sunny,Intermediate,1,14,40,44,synthetic
S01273,Earth Excavation,Sunny,Intermediate,4,7,50,52,synthetic
S01274,Material Loading,Cloudy,Beginner,10,8,30,48,synthetic
S01275,Trenching,Cloudy,Beginner,1,10,35,45,synthetic
S01276,Grading,Sunny,Beginner,10,7,45,60,synthetic
S01277,Trenching,Sunny,Intermediate,10,11,45,53,synthetic
S01278,Trenching,Cloudy,Beginner,7,11,30,43,synthetic
S01279,Demolition,Cloudy,Beginner,8,12,85,129,synthetic
S01280,Grading,Sunny,Beginner,0,8,55,63,synthetic
S01281,Material Loading,Rainy,Intermediate,1,10,30,33,synthetic
S01282,Demolition,Cloudy,Expert,10,15,100,101,synthetic
S01283,Earth Excavation,Rainy,Intermediate,10,9,75,110,synthetic
S01284,Trenching,Cloudy,Expert,4,16,55,65,synthetic
S01285,Grading,Cloudy,Intermediate,8,17,55,69,synthetic
S01286,Material Loading,Rainy,Expert,2,11,20,23,synthetic
S01287,Material Loading,Cloudy,Beginner,10,16,30,49,synthetic
S01288,Earth Excavation,Sunny,Beginner,0,14,85,107,synthetic
S01289,Trenching,Cloudy,Expert,3,16,70,73,synthetic
S01290,Trenching,Sunny,Expert,2,12,60,51,synthetic
S01291,Trenching,Sunny,Beginner,2,13,50,64,synthetic
S01292,Demolition,Windy,Expert,2,7,130,129,synthetic
S01293,Demolition,Sunny,Beginner,8,8,110,154,synthetic
S01294,Trenching,Rainy,Intermediate,9,14,35,51,synthetic
S01295,Trenching,Sunny,Beginner,3,7,40,49,synthetic
S01296,Earth Excavation,Sunny,Beginner,2,7,55,71,synthetic
S01297,Trenching,Windy,Expert,3,14,30,29,synthetic
S01298,Material Loading,Sunny,Expert,10,13,30,32,synthetic
S01299,Demolition,Sunny,Beginner,1,17,125,166,synthetic
S01300,Grading,Sunny,Beginner,0,13,30,35,synthetic
S01301,Demolition,Sunny,Beginner,0,16,85,105,synthetic
S01302,Demolition,Rainy,Intermediate,7,8,70,86,synthetic
S01303,Grading,Sunny,Intermediate,1,8,30,29,synthetic
S01304,Material Loading,Cloudy,Intermediate,8,12,30,33,synthetic
S01305,Grading,Cloudy,Intermediate,9,14,55,62,synthetic
S01306,Trenching,Sunny,Intermediate,10,15,45,51,synthetic
S01307,Earth Excavation,Cloudy,Beginner,6,15,85,124,synthetic
S01308,Trenching,Sunny,Expert,0,17,45,36,synthetic
S01309,Trenching,Cloudy,Expert,4,11,50,47,synthetic
S01310,Demolition,Sunny,Intermediate,9,9,150,163,synthetic
S01311,Earth Excavation,Sunny,Expert,10,9,60,64,synthetic
S01312,Demolition,Rainy,Expert,1,9,125,131,synthetic
S01313,Trenching,Sunny,Intermediate,4,12,30,35,synthetic
S01314,Earth Excavation,Sunny,Expert,1,16,90,90,synthetic
S01315,Earth Excavation,Sunny,Beginner,2,7,50,62,synthetic
S01316,Grading,Cloudy,Beginner,5,13,25,38,synthetic
S01317,Trenching,Sunny,Intermediate,6,16,55,58,synthetic
S01318,Trenching,Sunny,Expert,10,14,60,66,synthetic
S01319,Earth Excavation,Rainy,Expert,6,9,55,60,synthetic
S01320,Grading,Sunny,Expert,3,7,45,42,synthetic
S01321,Earth Excavation,Windy,Intermediate,6,14,55,63,synthetic
S01322,Trenching,Cloudy,Intermediate,8,17,50,65,synthetic
S01323,Trenching,Windy,Intermediate,3,8,45,45,synthetic
S01324,Demolition,Rainy,Intermediate,10,12,80,110,synthetic
S01325,Demolition,Sunny,Intermediate,7,12,135,159,synthetic
S01326,Grading,Sunny,Expert,10,16,45,47,synthetic
S01327,Earth Excavation,Windy,Intermediate,5,13,60,64,synthetic
S01328,Material Loading,Windy,Intermediate,8,16,25,33,synthetic
S01329,Material Loading,Sunny,Intermediate,2,16,30,34,synthetic
S01330,Trenching,Sunny,Expert,5,8,45,43,synthetic
S01331,Material Loading,Cloudy,Expert,5,17,35,40,synthetic
S01332,Trenching,Sunny,Intermediate,4,12,45,44,synthetic
S01333,Material Loading,Rainy,Expert,9,10,20,23,synthetic
S01334,Earth Excavation,Rainy,Beginner,4,16,70,110,synthetic
S01335,Trenching,Sunny,Intermediate,4,11,45,48,synthetic
S01336,Trenching,Sunny,Intermediate,2,10,45,47,synthetic
S01337,Earth Excavation,Cloudy,Beginner,8,16,65,102,synthetic
S01338,Material Loading,Sunny,Beginner,10,13,20,28,synthetic
S01339,Trenching,Sunny,Intermediate,3,7,40,42,synthetic
S01340,Demolition,Cloudy,Expert,0,12,65,55,synthetic
S01341,Earth Excavation,Sunny,Expert,0,15,75,69,synthetic
S01342,Material Loading,Rainy,Expert,3,16,30,33,synthetic
S01343,Demolition,Cloudy,Expert,6,17,80,83,synthetic
S01344,Grading,Rainy,Intermediate,3,12,35,43,synthetic
S01345,Trenching,Cloudy,Intermediate,9,12,45,50,synthetic
S01346,Earth Excavation,Sunny,Intermediate,0,13,65,56,synthetic
S01347,Material Loading,Sunny,Intermediate,6,13,40,45,synthetic
S01348,Material Loading,Cloudy,Intermediate,7,14,40,46,synthetic
S01349,Trenching,Sunny,Intermediate,0,14,60,58,synthetic
S01350,Earth Excavation,Rainy,Intermediate,10,9,70,90,synthetic
S01351,Demolition,Cloudy,Intermediate,3,12,70,78,synthetic
S01352,Earth Excavation,Cloudy,Beginner,0,17,85,119,synthetic
S01353,Demolition,Sunny,Expert,0,10,130,114,synthetic
S01354,Grading,Cloudy,Expert,6,9,40,38,synthetic
S01355,Earth Excavation,Windy,Intermediate,3,12,85,99,synthetic
S01356,Grading,Sunny,Intermediate,7,16,45,46,synthetic
S01357,Earth Excavation,Cloudy,Intermediate,1,9,75,77,synthetic
S01358,Trenching,Sunny,Expert,2,13,45,40,synthetic
S01359,Demolition,Windy,Intermediate,1,14,140,180,synthetic
S01360,Trenching,Sunny,Expert,0,11,50,47,synthetic
S01361,Trenching,Sunny,Beginner,6,14,65,86,synthetic
S01362,Trenching,Sunny,Intermediate,1,10,35,39,synthetic
S01363,Trenching,Windy,Expert,4,7,30,32,synthetic
S01364,Material Loading,Cloudy,Intermediate,7,7,35,40,synthetic
S01365,Grading,Cloudy,Intermediate,3,11,45,55,synthetic
S01366,Earth Excavation,Sunny,Intermediate,9,10,50,60,synthetic
S01367,Demolition,Cloudy,Expert,5,11,65,64,synthetic
S01368,Grading,Sunny,Beginner,7,9,55,68,synthetic
S01369,Material Loading,Sunny,Intermediate,10,7,35,37,synthetic
S01370,Trenching,Windy,Expert,6,7,35,42,synthetic
S01371,Material Loading,Cloudy,Intermediate,7,14,45,48,synthetic
S01372,Earth Excavation,Rainy,Beginner,9,15,60,98,synthetic
S01373,Grading,Cloudy,Intermediate,6,14,35,44,synthetic
S01374,Earth Excavation,Sunny,Beginner,0,14,75,91,synthetic
S01375,Grading,Rainy,Beginner,6,11,45,67,synthetic
S01376,Material Loading,Sunny,Expert,5,17,30,29,synthetic
S01377,Earth Excavation,Rainy,Expert,10,13,85,101,synthetic
S01378,Grading,Windy,Intermediate,9,13,45,62,synthetic
S01379,Demolition,Cloudy,Intermediate,5,13,80,103,synthetic
S01380,Demolition,Rainy,Beginner,10,14,90,136,synthetic
S01381,Demolition,Windy,Intermediate,4,8,140,167,synthetic
S01382,Material Loading,Sunny,Intermediate,10,13,40,42,synthetic
S01383,Trenching,Sunny,Intermediate,8,13,65,72,synthetic
S01384,Grading,Cloudy,Intermediate,9,8,25,34,synthetic
S01385,Demolition,Sunny,Beginner,7,9,110,147,synthetic
S01386,Trenching,Rainy,Expert,9,9,50,58,synthetic
S01387,Earth Excavation,Windy,Beginner,6,10,75,112,synthetic
S01388,Demolition,Cloudy,Intermediate,8,7,85,101,synthetic
S01389,Material Loading,Sunny,Expert,8,16,20,21,synthetic
S01390,Grading,Rainy,Beginner,5,11,50,79,synthetic
S01391,Material Loading,Windy,Intermediate,5,13,40,46,synthetic
S01392,Earth Excavation,Rainy,Intermediate,1,7,85,100,synthetic
S01393,Material Loading,Windy,Expert,6,7,35,42,synthetic
S01394,Grading,Sunny,Beginner,5,7,30,42,synthetic
S01395,Earth Excavation,Windy,Beginner,8,10,65,106,synthetic
S01396,Material Loading,Cloudy,Intermediate,0,9,20,19,synthetic
S01397,Demolition,Sunny,Expert,2,9,140,150,synthetic
S01398,Material Loading,Sunny,Intermediate,8,15,25,29,synthetic
S01399,Trenching,Sunny,Intermediate,4,7,65,72,synthetic
S01400,Earth Excavation,Sunny,Beginner,3,10,85,109,synthetic
S01401,Material Loading,Sunny,Beginner,5,11,25,33,synthetic
S01402,Earth Excavation,Rainy,Intermediate,9,8,45,62,synthetic
S01403,Trenching,Sunny,Expert,0,10,45,38,synthetic
S01404,Trenching,Rainy,Beginner,5,17,45,66,synthetic
S01405,Earth Excavation,Sunny,Intermediate,6,10,75,80,synthetic
S01406,Trenching,Sunny,Intermediate,4,17,60,71,synthetic
S01407,Trenching,Rainy,Beginner,4,15,65,96,synthetic
S01408,Demolition,Rainy,Beginner,2,9,115,156,synthetic
S01409,Demolition,Cloudy,Intermediate,5,16,85,98,synthetic
S01410,Demolition,Cloudy,Expert,3,10,120,110,synthetic
S01411,Grading,Sunny,Intermediate,9,13,25,26,synthetic
S01412,Grading,Cloudy,Expert,10,13,30,35,synthetic
S01413,Material Loading,Cloudy,Beginner,7,14,20,28,synthetic
S01414,Grading,Sunny,Beginner,4,14,50,58,synthetic
S01415,Trenching,Sunny,Intermediate,3,17,55,67,synthetic
S01416,Trenching,Sunny,Beginner,8,12,40,62,synthetic
S01417,Material Loading,Cloudy,Intermediate,10,8,25,30,synthetic
S01418,Earth Excavation,Sunny,Intermediate,5,9,55,66,synthetic
S01419,Demolition,Rainy,Intermediate,2,15,70,89,synthetic
S01420,Grading,Sunny,Intermediate,3,15,55,65,synthetic
S01421,Trenching,Rainy,Intermediate,0,17,50,62,synthetic
S01422,Demolition,Rainy,Intermediate,9,17,130,163,synthetic
S01423,Earth Excavation,Sunny,Intermediate,1,13,45,43,synthetic
S01424,Earth Excavation,Rainy,Intermediate,7,9,85,111,synthetic
S01425,Material Loading,Cloudy,Intermediate,1,15,20,22,synthetic
S01426,Demolition,Sunny,Expert,9,17,90,91,synthetic
S01427,Material Loading,Sunny,Expert,4,14,30,26,synthetic
S01428,Trenching,Sunny,Intermediate,7,10,30,32,synthetic
S01429,Material Loading,Sunny,Intermediate,7,13,40,49,synthetic
S01430,Trenching,Sunny,Beginner,4,16,60,88,synthetic
S01431,Grading,Sunny,Intermediate,9,7,45,56,synthetic
S01432,Demolition,Cloudy,Intermediate,0,7,115,120,synthetic
S01433,Trenching,Rainy,Intermediate,10,14,55,69,synthetic
S01434,Material Loading,Cloudy,Expert,9,14,45,49,synthetic
S01435,Earth Excavation,Sunny,Expert,1,12,45,42,synthetic
S01436,Material Loading,Sunny,Expert,2,10,40,39,synthetic
S01437,Grading,Sunny,Intermediate,8,9,60,61,synthetic
S01438,Grading,Sunny,Beginner,5,13,45,64,synthetic
S01439,Trenching,Sunny,Intermediate,5,14,60,67,synthetic
S01440,Earth Excavation,Rainy,Beginner,0,9,60,87,synthetic
S01441,Demolition,Cloudy,Intermediate,3,16,110,109,synthetic
S01442,Grading,Sunny,Expert,4,16,40,43,synthetic
S01443,Trenching,Rainy,Beginner,10,13,30,50,synthetic
S01444,Grading,Sunny,Expert,3,13,45,40,synthetic
S01445,Grading,Windy,Beginner,3,7,35,53,synthetic
S01446,Demolition,Sunny,Beginner,3,14,120,168,synthetic
S01447,Material Loading,Sunny,Intermediate,7,8,40,44,synthetic
S01448,Earth Excavation,Rainy,Beginner,10,8,85,133,synthetic
S01449,Demolition,Sunny,Intermediate,1,16,75,78,synthetic
S01450,Material Loading,Cloudy,Beginner,0,7,40,54,synthetic
S01451,Trenching,Cloudy,Intermediate,1,16,55,62,synthetic
S01452,Trenching,Sunny,Intermediate,8,15,50,58,synthetic
S01453,Earth Excavation,Sunny,Intermediate,1,11,60,71,synthetic
S01454,Trenching,Rainy,Expert,0,17,40,40,synthetic
S01455,Grading,Sunny,Expert,5,11,35,33,synthetic
S01456,Demolition,Windy,Intermediate,4,11,125,146,synthetic
S01457,Grading,Windy,Expert,4,10,40,44,synthetic
S01458,Material Loading,Cloudy,Beginner,10,12,30,45,synthetic
S01459,Grading,Sunny,Intermediate,6,16,55,65,synthetic
S01460,Trenching,Sunny,Intermediate,8,12,40,45,synthetic
S01461,Trenching,Sunny,Expert,6,17,35,39,synthetic
S01462,Earth Excavation,Rainy,Intermediate,2,8,60,71,synthetic
S01463,Trenching,Rainy,Intermediate,7,16,55,76,synthetic
S01464,Material Loading,Sunny,Expert,9,15,25,26,synthetic
S01465,Demolition,Rainy,Expert,9,12,140,172,synthetic
S01466,Trenching,Sunny,Expert,10,17,50,57,synthetic
S01467,Material Loading,Sunny,Intermediate,6,17,30,32,synthetic
S01468,Material Loading,Cloudy,Beginner,8,8,20,29,synthetic
S01469,Material Loading,Sunny,Expert,1,9,25,21,synthetic
S01470,Demolition,Sunny,Beginner,7,10,135,193,synthetic
S01471,Trenching,Cloudy,Intermediate,2,12,40,44,synthetic
S01472,Earth Excavation,Cloudy,Intermediate,5,9,85,95,synthetic
S01473,Trenching,Cloudy,Expert,6,14,60,67,synthetic
S01474,Material Loading,Cloudy,Beginner,2,8,25,36,synthetic
S01475,Material Loading,Cloudy,Expert,1,15,25,26,synthetic
S01476,Grading,Cloudy,Expert,10,17,60,64,synthetic
S01477,Material Loading,Sunny,Intermediate,9,7,40,45,synthetic
S01478,Demolition,Sunny,Intermediate,4,17,65,72,synthetic
S01479,Grading,Sunny,Intermediate,7,7,50,57,synthetic
S01480,Grading,Cloudy,Intermediate,3,12,45,55,synthetic
S01481,Grading,Cloudy,Intermediate,8,17,35,44,synthetic
S01482,Material Loading,Sunny,Beginner,3,14,40,50,synthetic
S01483,Earth Excavation,Windy,Expert,6,17,65,72,synthetic
S01484,Grading,Rainy,Expert,3,13,30,30,synthetic
S01485,Demolition,Cloudy,Intermediate,4,11,130,149,synthetic
S01486,Earth Excavation,Sunny,Expert,4,16,60,60,synthetic
S01487,Trenching,Rainy,Intermediate,4,10,65,77,synthetic
S01488,Trenching,Sunny,Expert,1,7,40,33,synthetic
S01489,Material Loading,Sunny,Beginner,0,16,50,61,synthetic
S01490,Demolition,Cloudy,Intermediate,5,7,90,102,synthetic
S01491,Material Loading,Sunny,Expert,10,12,40,36,synthetic
S01492,Trenching,Cloudy,Beginner,0,13,65,92,synthetic
S01493,Grading,Cloudy,Expert,5,14,40,41,synthetic
S01494,Earth Excavation,Sunny,Intermediate,6,7,80,95,synthetic
S01495,Material Loading,Sunny,Intermediate,3,9,30,29,synthetic
S01496,Material Loading,Sunny,Beginner,9,8,40,51,synthetic
S01497,Grading,Sunny,Intermediate,2,10,25,28,synthetic
S01498,Grading,Sunny,Beginner,2,9,40,48,synthetic
S01499,Grading,Windy,Intermediate,5,13,35,40,synthetic
S01500,Material Loading,Sunny,Expert,7,7,35,35,synthetic
S01501,Material Loading,Sunny,Expert,6,14,40,41,synthetic
S01502,Earth Excavation,Rainy,Intermediate,2,16,55,65,synthetic
S01503,Earth Excavation,Sunny,Expert,0,10,50,45,synthetic
S01504,Demolition,Windy,Intermediate,4,17,60,73,synthetic
S01505,Earth Excavation,Sunny,Expert,0,7,85,72,synthetic
S01506,Material Loading,Sunny,Expert,8,11,45,46,synthetic
S01507,Material Loading,Cloudy,Beginner,10,11,20,31,synthetic
S01508,Grading,Sunny,Intermediate,0,11,60,59,synthetic
S01509,Demolition,Cloudy,Beginner,10,16,130,212,synthetic
S01510,Material Loading,Cloudy,Intermediate,0,17,40,40,synthetic
S01511,Earth Excavation,Windy,Intermediate,0,17,65,73,synthetic
S01512,Earth Excavation,Windy,Intermediate,4,15,40,43,synthetic
S01513,Earth Excavation,Sunny,Intermediate,9,15,70,79,synthetic
S01514,Material Loading,Rainy,Intermediate,6,10,40,42,synthetic
S01515,Material Loading,Sunny,Expert,3,7,20,18,synthetic
S01516,Material Loading,Rainy,Expert,5,12,45,52,synthetic
S01517,Demolition,Sunny,Intermediate,7,7,140,135,synthetic
S01518,Grading,Sunny,Intermediate,0,7,55,56,synthetic
S01519,Earth Excavation,Cloudy,Intermediate,0,9,55,59,synthetic
S01520,Trenching,Rainy,Intermediate,7,16,45,54,synthetic
S01521,Material Loading,Sunny,Expert,2,15,35,35,synthetic
S01522,Demolition,Cloudy,Expert,8,11,130,150,synthetic
S01523,Demolition,Sunny,Beginner,6,11,115,151,synthetic
S01524,Material Loading,Cloudy,Intermediate,5,17,30,34,synthetic
S01525,Grading,Cloudy,Intermediate,0,12,55,57,synthetic
S01526,Material Loading,Windy,Beginner,4,17,45,62,synthetic
S01527,Material Loading,Sunny,Beginner,7,16,30,38,synthetic
S01528,Trenching,Sunny,Intermediate,0,7,55,53,synthetic
S01529,Material Loading,Sunny,Expert,3,13,30,27,synthetic
S01530,Grading,Cloudy,Expert,10,8,50,56,synthetic
S01531,Demolition,Sunny,Intermediate,8,12,110,127,synthetic
S01532,Grading,Cloudy,Intermediate,0,11,40,43,synthetic
S01533,Grading,Sunny,Expert,8,7,40,42,synthetic
S01534,Trenching,Sunny,Beginner,4,9,60,87,synthetic
S01535,Trenching,Rainy,Intermediate,10,11,30,37,synthetic
S01536,Trenching,Sunny,Intermediate,8,14,40,44,synthetic
S01537,Earth Excavation,Rainy,Expert,5,11,55,65,synthetic
S01538,Earth Excavation,Sunny,Expert,5,12,60,61,synthetic
S01539,Material Loading,Rainy,Beginner,7,13,45,66,synthetic
S01540,Demolition,Rainy,Expert,4,16,115,123,synthetic
S01541,Earth Excavation,Sunny,Beginner,0,16,85,117,synthetic
S01542,Material Loading,Cloudy,Intermediate,9,10,20,25,synthetic
S01543,Grading,Cloudy,Expert,3,7,30,32,synthetic
S01544,Earth Excavation,Cloudy,Beginner,4,7,55,68,synthetic
S01545,Grading,Cloudy,Beginner,9,11,25,35,synthetic
S01546,Material Loading,Rainy,Expert,0,15,45,45,synthetic
S01547,Material Loading,Sunny,Expert,9,17,35,36,synthetic
S01548,Demolition,Sunny,Intermediate,3,14,135,142,synthetic
S01549,Demolition,Cloudy,Intermediate,1,15,75,92,synthetic
S01550,Demolition,Sunny,Intermediate,10,9,135,152,synthetic
S01551,Demolition,Sunny,Intermediate,8,14,90,100,synthetic
S01552,Grading,Sunny,Beginner,8,8,35,50,synthetic
S01553,Grading,Cloudy,Expert,5,10,50,51,synthetic
S01554,Trenching,Cloudy,Beginner,7,14,55,77,synthetic
S01555,Demolition,Windy,Expert,6,9,85,92,synthetic
S01556,Material Loading,Sunny,Beginner,1,17,20,25,synthetic
S01557,Trenching,Cloudy,Intermediate,4,10,30,33,synthetic
S01558,Trenching,Sunny,Intermediate,10,16,55,65,synthetic
S01559,Grading,Sunny,Intermediate,0,10,25,25,synthetic
S01560,Demolition,Rainy,Expert,2,13,85,83,synthetic
S01561,Earth Excavation,Sunny,Intermediate,8,15,65,80,synthetic
S01562,Trenching,Rainy,Beginner,8,13,35,54,synthetic
S01563,Grading,Rainy,Intermediate,8,12,25,31,synthetic
S01564,Demolition,Cloudy,Intermediate,9,7,75,93,synthetic
S01565,Demolition,Cloudy,Expert,10,8,80,89,synthetic
S01566,Earth Excavation,Windy,Beginner,1,10,75,99,synthetic
S01567,Earth Excavation,Sunny,Intermediate,7,10,55,59,synthetic
S01568,Trenching,Cloudy,Intermediate,0,12,35,36,synthetic
S01569,Material Loading,Sunny,Expert,8,14,20,23,synthetic
S01570,Earth Excavation,Sunny,Beginner,3,10,40,55,synthetic
S01571,Grading,Windy,Intermediate,3,9,55,67,synthetic
S01572,Demolition,Sunny,Intermediate,10,17,135,163,synthetic
S01573,Grading,Windy,Beginner,8,17,35,54,synthetic
S01574,Material Loading,Sunny,Beginner,6,14,20,27,synthetic
S01575,Demolition,Rainy,Intermediate,0,9,130,153,synthetic
S01576,Grading,Cloudy,Expert,8,10,40,44,synthetic
S01577,Grading,Cloudy,Expert,0,10,25,25,synthetic
S01578,Grading,Cloudy,Expert,10,8,30,33,synthetic
S01579,Material Loading,Windy,Expert,0,11,35,35,synthetic
S01580,Material Loading,Cloudy,Intermediate,3,16,45,48,synthetic
S01581,Grading,Sunny,Intermediate,4,9,55,61,synthetic
S01582,Trenching,Sunny,Expert,3,14,65,60,synthetic
S01583,Material Loading,Cloudy,Beginner,6,16,20,34,synthetic
S01584,Trenching,Sunny,Intermediate,5,12,30,32,synthetic
S01585,Trenching,Rainy,Beginner,5,17,60,94,synthetic
S01586,Trenching,Windy,Intermediate,4,17,45,49,synthetic
S01587,Grading,Windy,Expert,7,17,50,54,synthetic
S01588,Material Loading,Windy,Intermediate,2,8,45,48,synthetic
S01589,Material Loading,Sunny,Intermediate,5,12,20,20,synthetic
S01590,Grading,Windy,Intermediate,10,10,55,70,synthetic
S01591,Demolition,Cloudy,Intermediate,2,15,130,140,synthetic
S01592,Earth Excavation,Rainy,Beginner,0,14,65,101,synthetic
S01593,Trenching,Rainy,Expert,1,14,30,30,synthetic
S01594,Material Loading,Sunny,Expert,3,17,35,33,synthetic
S01595,Material Loading,Sunny,Intermediate,9,15,25,32,synthetic
S01596,Demolition,Sunny,Intermediate,1,13,110,111,synthetic
S01597,Material Loading,Sunny,Beginner,0,12,20,26,synthetic
S01598,Trenching,Sunny,Expert,6,16,60,64,synthetic
S01599,Material Loading,Rainy,Expert,2,17,45,47,synthetic
S01600,Material Loading,Rainy,Intermediate,10,16,40,56,synthetic
S01601,Grading,Cloudy,Intermediate,4,10,55,57,synthetic
S01602,Material Loading,Sunny,Intermediate,2,12,45,46,synthetic
S01603,Material Loading,Sunny,Expert,4,11,45,43,synthetic
S01604,Trenching,Cloudy,Intermediate,10,9,70,89,synthetic
S01605,Grading,Sunny,Intermediate,8,9,60,63,synthetic
S01606,Grading,Cloudy,Expert,3,7,60,62,synthetic
S01607,Grading,Windy,Beginner,2,8,25,38,synthetic
S01608,Trenching,Sunny,Intermediate,1,9,30,35,synthetic
S01609,Material Loading,Sunny,Beginner,9,12,20,27,synthetic
S01610,Trenching,Sunny,Expert,4,15,65,55,synthetic
S01611,Trenching,Sunny,Expert,10,16,55,56,synthetic
S01612,Trenching,Sunny,Expert,9,17,50,61,synthetic
S01613,Demolition,Cloudy,Beginner,8,10,70,101,synthetic
S01614,Trenching,Cloudy,Intermediate,10,14,55,74,synthetic
S01615,Demolition,Sunny,Intermediate,8,14,145,175,synthetic
S01616,Demolition,Windy,Intermediate,0,15,100,121,synthetic
S01617,Demolition,Cloudy,Intermediate,0,7,80,84,synthetic
S01618,Trenching,Sunny,Expert,3,10,40,41,synthetic
S01619,Grading,Sunny,Intermediate,10,9,45,51,synthetic
S01620,Demolition,Cloudy,Intermediate,7,13,65,75,synthetic
S01621,Trenching,Rainy,Beginner,6,9,55,94,synthetic
S01622,Trenching,Cloudy,Intermediate,2,9,40,48,synthetic
S01623,Demolition,Cloudy,Intermediate,6,17,90,117,synthetic
S01624,Earth Excavation,Cloudy,Beginner,2,13,60,83,synthetic
S01625,Earth Excavation,Cloudy,Beginner,2,13,40,55,synthetic
S01626,Trenching,Rainy,Expert,9,12,45,53,synthetic
S01627,Material Loading,Sunny,Beginner,7,11,30,38,synthetic
S01628,Material Loading,Rainy,Intermediate,0,8,40,45,synthetic
S01629,Demolition,Cloudy,Intermediate,8,9,140,178,synthetic
S01630,Demolition,Windy,Expert,9,9,75,83,synthetic
S01631,Demolition,Sunny,Intermediate,7,10,85,95,synthetic
S01632,Trenching,Windy,Intermediate,8,14,65,85,synthetic
S01633,Trenching,Rainy,Expert,1,13,35,39,synthetic
S01634,Grading,Rainy,Intermediate,3,10,50,61,synthetic
S01635,Trenching,Cloudy,Expert,1,8,40,40,synthetic
S01636,Material Loading,Sunny,Expert,6,17,40,38,synthetic
S01637,Demolition,Windy,Expert,3,12,140,156,synthetic
S01638,Grading,Windy,Expert,1,17,35,34,synthetic
S01639,Earth Excavation,Sunny,Expert,8,7,85,88,synthetic
S01640,Earth Excavation,Sunny,Intermediate,8,15,40,50,synthetic
S01641,Earth Excavation,Rainy,Expert,6,9,75,87,synthetic
S01642,Earth Excavation,Sunny,Intermediate,8,16,65,73,synthetic
S01643,Demolition,Windy,Beginner,10,9,120,214,synthetic
S01644,Demolition,Sunny,Intermediate,3,17,90,92,synthetic
S01645,Demolition,Sunny,Intermediate,9,15,80,90,synthetic
S01646,Grading,Cloudy,Intermediate,4,11,35,39,synthetic
S01647,Material Loading,Sunny,Expert,4,17,20,21,synthetic
S01648,Grading,Windy,Intermediate,1,12,30,33,synthetic
S01649,Material Loading,Cloudy,Intermediate,0,10,40,42,synthetic
S01650,Earth Excavation,Sunny,Intermediate,10,9,55,69,synthetic
S01651,Grading,Cloudy,Expert,4,14,50,44,synthetic
S01652,Earth Excavation,Sunny,Beginner,3,7,85,105,synthetic
S01653,Demolition,Windy,Intermediate,1,16,75,81,synthetic
S01654,Grading,Cloudy,Expert,10,7,40,42,synthetic
S01655,Material Loading,Cloudy,Expert,0,13,45,45,synthetic
S01656,Grading,Cloudy,Expert,10,7,40,42,synthetic
S01657,Earth Excavation,Rainy,Intermediate,4,8,50,63,synthetic
S01658,Material Loading,Cloudy,Expert,3,14,40,42,synthetic
S01659,Material Loading,Cloudy,Intermediate,8,8,45,55,synthetic
S01660,Earth Excavation,Windy,Beginner,8,15,40,66,synthetic
S01661,Material Loading,Cloudy,Beginner,9,8,35,52,synthetic
S01662,Demolition,Cloudy,Beginner,4,11,75,108,synthetic
S01663,Demolition,Rainy,Expert,6,10,145,146,synthetic
S01664,Trenching,Sunny,Intermediate,9,11,45,51,synthetic
S01665,Material Loading,Rainy,Intermediate,4,11,35,41,synthetic
S01666,Grading,Sunny,Intermediate,9,10,40,47,synthetic
S01667,Trenching,Cloudy,Beginner,6,11,45,67,synthetic
S01668,Earth Excavation,Sunny,Intermediate,0,14,70,68,synthetic
S01669,Earth Excavation,Rainy,Intermediate,9,17,65,83,synthetic
S01670,Material Loading,Cloudy,Expert,5,16,35,35,synthetic
S01671,Demolition,Rainy,Expert,9,16,135,150,synthetic
S01672,Demolition,Cloudy,Intermediate,6,10,120,130,synthetic
S01673,Trenching,Rainy,Beginner,1,10,60,92,synthetic
S01674,Trenching,Cloudy,Beginner,7,17,40,66,synthetic
S01675,Trenching,Sunny,Beginner,6,17,50,67,synthetic
S01676,Earth Excavation,Windy,Expert,4,14,40,42,synthetic
S01677,Grading,Rainy,Intermediate,4,17,50,62,synthetic
S01678,Grading,Sunny,Intermediate,5,11,50,59,synthetic
S01679,Grading,Cloudy,Intermediate,3,8,25,26,synthetic
S01680,Demolition,Sunny,Expert,2,17,145,138,synthetic
S01681,Material Loading,Windy,Beginner,5,14,20,30,synthetic
S01682,Earth Excavation,Cloudy,Intermediate,3,16,85,98,synthetic
S01683,Material Loading,Cloudy,Intermediate,7,12,35,44,synthetic
S01684,Trenching,Sunny,Beginner,8,7,45,65,synthetic
S01685,Trenching,Sunny,Beginner,0,10,35,41,synthetic
S01686,Earth Excavation,Rainy,Expert,8,13,40,47,synthetic
S01687,Grading,Sunny,Beginner,3,15,55,69,synthetic
S01688,Trenching,Sunny,Beginner,0,16,35,49,synthetic
S01689,Grading,Windy,Expert,0,13,40,39,synthetic
S01690,Demolition,Sunny,Beginner,9,13,60,82,synthetic
